# gene name,C1,C2,C3,C4,E1,E2,E3,E4
ybcI,5.13E-05,1.19E-04,2.78E-04,1.90E-04,2.62E-05,1.70E-04,2.31E-04,4.35E-05
yggE,5.52E-04,5.28E-04,4.31E-04,4.56E-04,5.39E-04,5.54E-04,4.60E-04,5.00E-04
yjcZ,1.03E-03,1.09E-03,8.55E-04,9.02E-04,1.15E-03,9.70E-04,1.08E-03,8.74E-04
damX,2.18E-04,2.11E-04,2.34E-04,2.32E-04,2.65E-04,1.95E-04,1.76E-04,3.60E-04
truA,3.98E-06,3.99E-05,7.43E-05,6.72E-05,3.99E-05,5.05E-05,2.86E-05,2.57E-05
brnQ,6.65E-05,1.33E-04,2.93E-04,3.03E-04,7.03E-05,1.71E-04,2.25E-04,1.68E-04
fba,8.96E-04,7.27E-04,3.17E-04,3.91E-04,8.10E-04,6.25E-04,5.97E-04,6.48E-04
dcuA,1.31E-04,1.63E-04,3.08E-04,2.94E-04,1.66E-04,2.12E-04,2.20E-04,1.86E-04
mcrA,6.65E-04,6.74E-04,5.41E-04,5.53E-04,6.29E-04,6.92E-04,6.81E-04,5.47E-04
bglF,2.12E-03,2.05E-03,1.41E-03,1.46E-03,1.93E-03,1.59E-03,1.41E-03,1.59E-03
sapD,1.02E-04,1.07E-04,1.55E-04,1.45E-04,5.67E-05,1.17E-04,1.77E-04,2.72E-04
rpmD,2.27E-04,1.99E-04,2.94E-05,9.92E-05,1.99E-04,1.50E-04,1.36E-04,1.83E-04
rplQ,9.43E-04,6.44E-04,2.06E-04,4.35E-04,6.75E-04,5.16E-04,4.82E-04,1.03E-03
ybdG,1.42E-04,1.21E-04,1.30E-04,1.13E-04,1.36E-04,1.13E-04,1.22E-04,1.16E-04
rplE,2.45E-03,2.20E-03,9.34E-04,1.33E-03,2.25E-03,1.84E-03,1.79E-03,1.91E-03
yjcB,4.25E-04,4.85E-04,3.87E-04,3.91E-04,4.52E-04,4.11E-04,3.78E-04,3.80E-04
malX,2.72E-04,3.10E-04,3.89E-04,3.30E-04,2.58E-04,3.43E-04,3.57E-04,2.58E-04
prfH,6.18E-04,4.95E-04,2.50E-04,3.20E-04,5.78E-04,4.59E-04,4.18E-04,4.40E-04
pepQ,2.07E-04,2.66E-04,3.73E-04,2.71E-04,2.48E-04,2.40E-04,3.14E-04,2.22E-04
rpsC,1.53E-03,1.41E-03,4.91E-04,8.74E-04,1.24E-03,1.17E-03,1.11E-03,1.36E-03
yadG,8.40E-07,5.54E-06,3.38E-05,2.39E-05,1.01E-05,3.70E-05,3.92E-05,5.11E-06
rpmB,2.56E-04,1.72E-04,1.23E-05,3.52E-05,1.95E-04,9.19E-05,8.07E-05,2.79E-04
fruB,2.34E-05,5.85E-05,1.83E-04,1.42E-04,3.09E-06,8.63E-05,1.56E-04,4.99E-05
rfaQ,8.13E-05,1.05E-04,1.54E-04,1.17E-04,9.04E-05,1.23E-04,1.01E-04,1.05E-04
yjgL,8.08E-04,7.92E-04,5.92E-04,6.33E-04,7.22E-04,6.93E-04,6.71E-04,6.01E-04
menF,3.54E-04,3.21E-04,2.32E-04,2.75E-04,3.04E-04,2.71E-04,2.67E-04,2.77E-04
tpx,1.65E-03,3.01E-04,1.72E-05,5.16E-04,1.20E-03,1.59E-04,1.99E-04,2.34E-03
dnaX,2.64E-04,2.67E-04,3.10E-04,3.40E-04,2.42E-04,2.47E-04,2.99E-04,3.30E-04
cobT,4.20E-05,9.90E-05,1.60E-04,1.18E-04,5.56E-05,1.11E-04,1.27E-04,5.63E-05
yjaD,5.58E-04,5.71E-04,5.30E-04,5.21E-04,6.21E-04,4.84E-04,5.48E-04,4.31E-04
yhhQ,1.30E-04,1.51E-04,2.76E-04,2.61E-04,1.34E-04,1.71E-04,2.56E-04,1.55E-04
yrfE,7.82E-05,9.88E-05,1.38E-04,1.38E-04,5.43E-05,1.32E-04,1.53E-04,1.83E-04
goaG,7.78E-04,6.78E-04,4.33E-04,4.65E-04,7.35E-04,6.49E-04,5.33E-04,6.43E-04
prfA,3.61E-07,4.67E-07,2.71E-05,1.43E-05,2.33E-06,8.25E-06,2.19E-05,2.95E-05
rfaY,1.75E-04,8.52E-05,4.99E-05,6.97E-05,1.17E-04,9.37E-05,6.52E-05,1.88E-04
yaaU,1.04E-03,1.23E-03,1.15E-03,1.21E-03,9.23E-04,1.24E-03,1.34E-03,8.47E-04
cysM,3.56E-04,3.75E-04,4.17E-04,3.32E-04,3.10E-04,3.25E-04,4.85E-04,2.39E-04
nmpC,1.24E-03,9.38E-04,3.04E-04,5.91E-04,8.48E-04,4.73E-04,4.11E-04,8.27E-04
yiaN,2.08E-04,2.01E-04,1.59E-04,1.53E-04,1.77E-04,1.96E-04,1.66E-04,2.23E-04
uvrB,3.03E-04,3.60E-04,3.82E-04,3.64E-04,3.48E-04,3.73E-04,4.02E-04,3.35E-04
atpB,5.58E-04,4.95E-04,1.82E-04,2.47E-04,4.15E-04,2.43E-04,1.85E-04,4.04E-04
hemM,1.72E-05,1.26E-05,3.46E-05,3.99E-05,2.30E-05,2.76E-05,2.42E-05,4.89E-05
apbA,1.54E-04,1.78E-04,4.10E-04,3.41E-04,2.16E-04,2.27E-04,2.89E-04,2.11E-04
yigN,9.08E-04,8.91E-04,8.62E-04,9.64E-04,7.59E-04,9.42E-04,9.75E-04,8.32E-04
pspF,1.08E-04,1.26E-04,1.78E-04,1.73E-04,8.43E-05,1.59E-04,1.70E-04,1.15E-04
yffB,1.26E-05,9.79E-06,1.94E-05,3.24E-05,9.00E-06,3.22E-06,1.26E-05,3.21E-05
mtlR,5.17E-05,3.04E-05,6.35E-05,8.56E-05,2.93E-05,1.41E-05,2.43E-05,1.10E-04
yhbP,2.76E-06,3.94E-05,8.23E-05,8.63E-05,1.63E-06,4.19E-05,9.30E-05,1.35E-05
secA,2.13E-04,2.28E-04,2.06E-04,2.59E-04,2.04E-04,2.41E-04,2.33E-04,1.93E-04
btuB,9.02E-04,9.18E-04,5.16E-04,5.23E-04,7.48E-04,6.61E-04,5.74E-04,6.24E-04
yrbE,3.52E-04,3.71E-04,4.95E-04,4.35E-04,3.41E-04,4.00E-04,5.01E-04,2.94E-04
rimK,4.32E-05,9.13E-05,1.42E-04,8.97E-05,3.13E-05,7.59E-05,1.08E-04,9.54E-05
ygcE,6.22E-04,5.79E-04,6.26E-04,6.14E-04,5.75E-04,6.73E-04,6.73E-04,5.82E-04
rpmA,5.86E-04,4.67E-04,9.77E-05,2.28E-04,4.54E-04,3.73E-04,3.96E-04,3.93E-04
aldA,2.29E-04,1.77E-04,5.45E-05,6.88E-05,1.52E-04,9.61E-05,1.25E-04,5.72E-05
yohI,2.47E-05,8.22E-05,1.46E-04,6.37E-05,2.76E-05,7.94E-05,1.17E-04,2.09E-05
rpsN,6.56E-04,5.04E-04,8.40E-05,2.51E-04,7.04E-04,2.62E-04,2.81E-04,6.07E-04
bglX,4.66E-04,5.63E-04,6.44E-04,6.84E-04,5.20E-04,5.88E-04,7.10E-04,6.75E-04
prlC,4.26E-04,5.31E-04,7.71E-04,5.95E-04,4.14E-04,6.43E-04,6.85E-04,3.51E-04
yieC,5.87E-04,6.73E-04,8.77E-04,7.50E-04,6.78E-04,7.21E-04,7.34E-04,6.14E-04
tra8_2,4.65E-04,6.57E-04,1.05E-03,9.99E-04,3.85E-04,9.10E-04,9.62E-04,4.95E-04
rfbD,3.20E-04,2.40E-04,9.79E-05,1.16E-04,2.65E-04,2.14E-04,1.67E-04,2.46E-04
ispB,1.14E-04,1.46E-04,1.37E-04,1.53E-04,1.14E-04,1.08E-04,1.27E-04,1.68E-04
b3808,2.87E-04,3.60E-04,3.89E-04,3.93E-04,3.15E-04,3.62E-04,3.96E-04,2.84E-04
yfhD,4.81E-04,4.38E-04,3.64E-04,3.98E-04,4.24E-04,4.08E-04,3.74E-04,4.18E-04
yicH,1.47E-03,1.81E-03,2.20E-03,1.80E-03,1.61E-03,1.92E-03,1.79E-03,1.62E-03
rplV,4.72E-04,3.71E-04,1.55E-04,2.54E-04,2.62E-04,3.34E-04,3.94E-04,4.19E-04
yaeB,9.43E-06,1.04E-05,4.21E-05,2.18E-05,3.32E-05,2.83E-05,2.48E-05,1.47E-05
agaV,5.83E-04,3.89E-04,1.86E-04,2.10E-04,4.43E-04,3.39E-04,2.58E-04,5.55E-04
appA,1.78E-05,4.04E-05,9.21E-05,8.09E-05,2.90E-05,5.09E-05,7.33E-05,3.80E-05
sseA,4.17E-05,3.38E-05,4.96E-05,7.47E-05,5.27E-05,2.53E-05,3.13E-05,1.53E-04
rpsI,9.90E-04,9.20E-04,3.08E-04,4.66E-04,8.48E-04,7.02E-04,6.86E-04,7.94E-04
yjhB,3.39E-04,3.33E-04,2.08E-04,2.18E-04,2.95E-04,2.64E-04,2.50E-04,2.09E-04
sspB,4.20E-04,2.03E-04,8.32E-05,2.26E-04,2.86E-04,1.72E-04,1.30E-04,5.98E-04
metC,3.30E-04,2.92E-04,2.90E-04,3.47E-04,3.30E-04,3.38E-04,3.03E-04,3.20E-04
yejE,1.91E-04,2.38E-04,2.40E-04,2.60E-04,1.31E-04,2.39E-04,3.36E-04,1.17E-04
yifA,1.39E-04,1.73E-04,2.52E-04,2.56E-04,1.66E-04,2.02E-04,2.00E-04,1.92E-04
kdpC,1.28E-04,1.01E-04,1.18E-04,1.23E-04,1.06E-04,1.40E-04,1.20E-04,1.22E-04
rhaA,3.49E-04,4.66E-04,7.92E-04,7.50E-04,4.57E-04,5.65E-04,5.77E-04,5.39E-04
purN,2.01E-04,1.31E-04,2.12E-04,3.04E-04,2.46E-04,1.77E-04,1.47E-04,4.15E-04
sucA,1.30E-03,9.67E-04,6.59E-04,9.11E-04,9.05E-04,9.47E-04,9.51E-04,1.37E-03
yohJ,1.19E-04,1.31E-04,1.12E-04,1.06E-04,9.97E-05,1.04E-04,1.60E-04,6.41E-05
yehB,7.58E-04,7.62E-04,6.20E-04,5.89E-04,7.77E-04,7.78E-04,7.08E-04,5.90E-04
ruvB,1.61E-05,4.20E-05,1.68E-04,1.27E-04,7.15E-05,1.17E-04,1.35E-04,1.04E-04
sdhA,1.37E-03,1.20E-03,5.90E-04,7.83E-04,1.05E-03,1.07E-03,9.78E-04,1.21E-03
rfaD,2.39E-04,2.14E-04,1.87E-04,1.85E-04,1.97E-04,2.21E-04,1.55E-04,2.14E-04
torS,3.26E-04,3.09E-04,2.78E-04,2.73E-04,3.49E-04,2.70E-04,2.54E-04,2.64E-04
frr,3.41E-04,2.82E-04,7.93E-05,1.44E-04,2.46E-04,1.85E-04,2.20E-04,3.26E-04
ygiE,1.11E-04,1.21E-04,1.76E-04,1.45E-04,1.64E-04,1.51E-04,1.82E-04,1.00E-04
mreB,3.26E-04,3.19E-04,2.75E-04,3.29E-04,3.28E-04,2.69E-04,2.78E-04,4.64E-04
iciA,7.01E-05,8.78E-05,1.60E-04,1.79E-04,5.44E-05,1.05E-04,1.53E-04,1.20E-04
yggM,7.13E-04,7.55E-04,5.68E-04,6.21E-04,6.33E-04,6.77E-04,6.58E-04,6.02E-04
pgk,1.15E-03,9.40E-04,4.66E-04,6.42E-04,1.10E-03,8.01E-04,7.06E-04,9.22E-04
ydhE,4.18E-04,4.99E-04,4.70E-04,4.23E-04,4.42E-04,4.69E-04,4.68E-04,3.76E-04
tynA,6.18E-04,6.41E-04,7.25E-04,6.81E-04,5.84E-04,7.29E-04,7.33E-04,5.04E-04
yhiK,1.13E-05,3.11E-05,3.00E-05,3.24E-05,2.09E-05,3.03E-05,2.26E-05,2.09E-05
alr,5.59E-04,5.19E-04,4.65E-04,4.67E-04,4.76E-04,5.20E-04,4.68E-04,4.99E-04
ansB,1.81E-04,1.31E-04,3.50E-04,3.20E-04,2.15E-04,2.71E-04,2.21E-04,1.71E-04
yjjV,4.37E-05,5.36E-05,7.94E-05,8.30E-05,4.12E-05,4.89E-05,9.46E-05,4.63E-05
nfo,3.66E-05,1.20E-05,1.45E-04,1.14E-04,7.92E-05,5.46E-05,4.63E-05,6.89E-05
lnt,1.36E-03,1.29E-03,1.11E-03,1.24E-03,1.25E-03,1.28E-03,1.33E-03,9.63E-04
mepA,1.21E-04,1.40E-04,2.17E-04,1.93E-04,1.12E-04,1.69E-04,1.58E-04,1.83E-04
cynS,6.02E-04,5.42E-04,4.14E-04,4.57E-04,6.04E-04,4.86E-04,4.84E-04,5.32E-04
fumA,2.25E-04,1.95E-04,6.73E-05,8.70E-05,2.27E-04,1.89E-04,1.33E-04,1.10E-04
yjdF,6.15E-04,6.69E-04,5.30E-04,5.21E-04,6.31E-04,5.80E-04,6.04E-04,4.12E-04
dacD,1.54E-04,1.72E-04,2.73E-04,2.26E-04,1.41E-04,2.36E-04,2.32E-04,1.50E-04
edd,3.39E-04,2.98E-04,1.78E-04,1.88E-04,2.71E-04,2.28E-04,2.18E-04,2.12E-04
rpmC,6.48E-04,4.60E-04,1.31E-04,2.45E-04,4.09E-04,4.68E-04,4.08E-04,4.02E-04
cafA,6.33E-04,5.25E-04,2.58E-04,3.25E-04,5.38E-04,3.74E-04,3.66E-04,2.85E-04
yfiK,1.24E-05,5.38E-05,1.35E-04,1.14E-04,2.40E-06,1.10E-04,1.24E-04,3.11E-06
yhjW,3.91E-04,4.78E-04,7.13E-04,5.68E-04,3.89E-04,4.70E-04,5.02E-04,6.39E-04
srlR,3.71E-06,1.72E-05,5.01E-05,6.46E-05,1.81E-06,1.74E-05,5.45E-05,3.07E-05
aroL,2.85E-04,2.64E-04,1.45E-04,1.76E-04,2.15E-04,2.24E-04,1.92E-04,1.78E-04
yqjC,2.11E-05,4.27E-05,2.72E-05,3.91E-05,3.25E-05,3.57E-05,2.09E-05,5.64E-05
dfp,2.03E-04,2.42E-04,2.51E-04,2.00E-04,2.63E-04,2.03E-04,1.74E-04,2.17E-04
aroB,5.05E-04,3.86E-04,3.59E-04,5.34E-04,3.72E-04,3.59E-04,4.15E-04,5.37E-04
rpsF,7.48E-04,5.15E-04,2.38E-04,3.93E-04,6.25E-04,4.59E-04,3.39E-04,7.01E-04
rnpA,1.06E-04,9.72E-05,9.49E-05,8.26E-05,4.60E-05,7.80E-05,8.24E-05,1.40E-04
rfaB,1.15E-04,1.23E-04,1.44E-04,1.09E-04,1.02E-04,1.62E-04,1.08E-04,1.47E-04
rplO,1.23E-03,9.12E-04,3.48E-04,5.16E-04,9.84E-04,7.88E-04,7.28E-04,8.53E-04
yibO,5.36E-04,7.10E-04,7.32E-04,6.13E-04,6.71E-04,7.06E-04,6.10E-04,6.88E-04
rplA,1.26E-03,1.21E-03,5.33E-04,7.65E-04,1.21E-03,7.76E-04,7.50E-04,6.75E-04
yrfD,7.05E-04,8.02E-04,8.70E-04,8.08E-04,7.12E-04,8.42E-04,8.37E-04,7.10E-04
yijE,2.47E-03,2.44E-03,2.22E-03,2.08E-03,2.83E-03,2.54E-03,2.34E-03,1.87E-03
aceF,1.95E-04,8.97E-05,1.96E-05,2.12E-05,1.17E-04,1.20E-04,6.98E-05,8.99E-05
aroC,5.82E-05,8.60E-05,1.54E-04,1.30E-04,1.00E-04,9.96E-05,1.21E-04,1.48E-04
mukB,1.92E-05,3.34E-05,1.04E-04,9.62E-05,1.09E-05,2.36E-05,5.49E-05,1.12E-04
pykF,9.11E-04,6.78E-04,2.12E-04,3.62E-04,9.27E-04,6.31E-04,3.52E-04,5.74E-04
infB,2.87E-04,1.96E-04,9.89E-05,8.32E-05,2.35E-04,1.39E-04,8.77E-05,1.10E-04
mtgA,2.26E-04,8.72E-05,1.17E-04,1.15E-04,6.88E-05,1.23E-04,1.42E-04,1.53E-04
ycjF,1.31E-04,1.70E-04,2.71E-04,2.10E-04,1.16E-04,1.98E-04,2.75E-04,1.14E-04
dacC,9.65E-06,6.80E-05,9.07E-05,1.11E-04,1.60E-05,8.32E-05,1.08E-04,2.08E-05
galT,1.92E-04,1.46E-04,1.38E-04,1.91E-04,2.41E-04,1.44E-04,1.60E-04,1.64E-04
cynX,8.11E-04,9.66E-04,9.81E-04,1.05E-03,7.06E-04,9.18E-04,1.01E-03,1.03E-03
ygjP,7.00E-06,4.41E-05,1.08E-04,1.06E-04,5.15E-06,7.87E-05,9.12E-05,3.98E-05
cysD,7.10E-04,4.12E-04,1.52E-04,1.75E-04,5.69E-04,3.66E-04,3.76E-04,3.58E-04
yciA,1.39E-03,3.28E-04,1.02E-04,6.55E-04,7.75E-04,1.74E-04,2.08E-04,2.18E-03
oxyR,1.66E-04,1.94E-04,3.36E-04,3.74E-04,1.59E-04,2.52E-04,3.03E-04,2.62E-04
cpxR,2.22E-06,1.75E-05,7.39E-05,4.60E-05,5.22E-05,2.46E-05,5.75E-06,2.80E-05
ycaK,5.88E-05,9.54E-05,9.38E-05,8.83E-05,8.39E-05,1.06E-04,1.23E-04,5.12E-05
yrfI,1.77E-04,2.60E-04,3.29E-04,3.60E-04,1.89E-04,2.74E-04,3.48E-04,2.32E-04
yeiE,2.78E-04,3.26E-04,2.93E-04,2.84E-04,2.70E-04,3.15E-04,3.14E-04,2.52E-04
gpt,3.81E-05,3.41E-05,4.94E-05,6.81E-05,5.65E-05,4.94E-05,3.60E-05,6.26E-05
pyrH,9.77E-05,1.52E-04,1.30E-04,1.17E-04,1.27E-04,1.06E-04,1.54E-04,7.94E-05
yjfN,1.60E-04,1.83E-04,1.25E-04,1.28E-04,1.96E-04,1.46E-04,1.51E-04,1.33E-04
fecA,1.03E-03,1.01E-03,7.17E-04,7.87E-04,9.23E-04,8.34E-04,8.27E-04,8.34E-04
uvrC,2.49E-04,2.18E-04,2.45E-04,2.02E-04,2.64E-04,2.19E-04,2.06E-04,2.52E-04
mltC,1.67E-04,1.43E-04,2.05E-04,2.05E-04,1.51E-04,1.54E-04,1.81E-04,2.04E-04
ybeF,6.77E-05,8.56E-05,1.51E-04,1.17E-04,8.36E-05,1.15E-04,1.06E-04,8.66E-05
rep,5.99E-04,5.40E-04,4.35E-04,4.79E-04,5.44E-04,4.80E-04,4.79E-04,4.91E-04
hemB,7.14E-05,5.74E-05,4.37E-05,7.96E-05,7.78E-05,7.60E-05,7.44E-05,4.16E-05
priB,6.67E-04,2.32E-04,1.15E-04,1.69E-04,2.09E-04,1.34E-04,1.59E-04,4.62E-04
thrC,4.56E-04,3.71E-04,1.89E-04,2.29E-04,3.92E-04,3.19E-04,2.94E-04,3.37E-04
yebE,3.55E-05,5.67E-05,9.73E-05,8.92E-05,5.03E-05,8.42E-05,1.22E-04,5.46E-05
cysE,6.81E-05,8.34E-05,1.74E-04,1.33E-04,1.06E-04,1.13E-04,1.33E-04,1.44E-04
guaA,1.09E-03,8.33E-04,9.35E-04,9.20E-04,1.05E-03,9.71E-04,8.07E-04,8.36E-04
plsC,2.11E-04,1.78E-04,2.22E-04,2.65E-04,1.53E-04,1.98E-04,2.55E-04,2.29E-04
rfaC,2.78E-04,3.19E-04,3.35E-04,3.08E-04,2.36E-04,3.76E-04,3.21E-04,2.58E-04
cheA,1.38E-03,1.35E-03,1.00E-03,9.65E-04,1.20E-03,1.16E-03,1.08E-03,1.09E-03
yedA,1.46E-04,1.93E-04,2.47E-04,2.03E-04,9.66E-05,2.28E-04,3.15E-04,5.92E-05
infA,9.31E-05,2.53E-04,2.13E-05,4.96E-05,1.20E-04,1.27E-04,1.07E-04,1.38E-04
xerD,5.15E-05,1.00E-04,1.82E-04,1.74E-04,9.06E-05,9.96E-05,1.57E-04,1.11E-04
suhB,6.77E-05,7.14E-05,1.25E-04,1.33E-04,4.78E-05,7.02E-05,8.30E-05,1.55E-04
yeiG,2.85E-05,2.75E-05,5.91E-05,6.43E-05,3.74E-05,5.48E-05,6.66E-05,3.74E-05
rplP,1.33E-03,1.34E-03,3.99E-04,5.98E-04,1.14E-03,1.09E-03,8.89E-04,8.99E-04
yjbD,4.44E-04,4.38E-04,2.00E-04,2.37E-04,4.73E-04,3.31E-04,2.70E-04,3.52E-04
ubiG,7.13E-05,6.87E-05,1.17E-04,1.23E-04,8.33E-05,8.82E-05,7.65E-05,1.10E-04
yjdI,4.75E-04,4.42E-04,2.48E-04,2.72E-04,5.18E-04,3.92E-04,3.18E-04,3.11E-04
rplF,1.27E-03,1.06E-03,4.28E-04,5.70E-04,1.05E-03,8.97E-04,8.16E-04,8.42E-04
glgC,3.26E-04,3.50E-04,3.59E-04,4.05E-04,3.62E-04,3.24E-04,3.81E-04,4.05E-04
nusB,7.98E-05,8.39E-05,6.61E-05,1.00E-04,7.93E-05,4.24E-05,4.68E-05,1.32E-04
yciQ,3.08E-04,4.20E-04,4.34E-04,3.93E-04,3.02E-04,4.35E-04,4.85E-04,2.50E-04
moaE,2.25E-04,1.64E-04,1.56E-04,1.85E-04,2.48E-04,1.72E-04,1.65E-04,1.78E-04
cycA,7.16E-05,1.35E-04,2.62E-04,2.29E-04,1.53E-04,1.35E-04,1.96E-04,1.53E-04
argB,3.88E-04,3.27E-04,2.64E-04,3.24E-04,3.85E-04,3.23E-04,3.86E-04,2.61E-04
dnaE,5.47E-05,1.03E-04,1.46E-04,1.83E-04,4.34E-05,9.55E-05,1.49E-04,1.49E-04
usg,1.62E-04,1.46E-04,1.42E-04,1.79E-04,1.37E-04,1.28E-04,1.28E-04,2.08E-04
ilvY,6.53E-04,5.64E-04,5.44E-04,5.43E-04,6.07E-04,5.93E-04,5.43E-04,5.17E-04
vacJ,1.08E-03,9.85E-04,7.42E-04,8.43E-04,8.45E-04,9.56E-04,8.55E-04,8.91E-04
cyaA,2.16E-04,2.42E-04,2.71E-04,2.59E-04,2.34E-04,2.29E-04,2.19E-04,2.82E-04
yjfM,3.98E-04,3.82E-04,2.82E-04,2.55E-04,3.93E-04,3.07E-04,2.79E-04,2.80E-04
mtlD,1.18E-04,1.74E-04,1.36E-04,2.49E-04,1.36E-04,1.70E-04,1.66E-04,1.66E-04
accC,5.95E-04,4.35E-04,4.24E-04,4.62E-04,4.82E-04,4.62E-04,5.02E-04,5.24E-04
yjfL,6.23E-04,6.14E-04,3.19E-04,3.68E-04,6.65E-04,5.04E-04,4.64E-04,4.16E-04
hflK,5.70E-04,5.87E-04,6.04E-04,5.38E-04,6.21E-04,5.39E-04,5.23E-04,6.62E-04
emrY,8.90E-04,8.54E-04,4.50E-04,5.67E-04,8.17E-04,7.67E-04,6.24E-04,7.00E-04
galM,8.32E-05,9.51E-05,1.36E-04,1.31E-04,1.48E-04,8.35E-05,1.07E-04,1.31E-04
sprT,1.78E-04,1.91E-04,1.82E-04,1.61E-04,1.91E-04,1.61E-04,1.87E-04,1.60E-04
rsuA,1.49E-04,1.47E-04,1.11E-04,1.41E-04,1.25E-04,9.71E-05,1.24E-04,1.78E-04
narI,1.33E-06,2.40E-05,6.61E-05,4.23E-05,1.95E-05,3.24E-05,4.27E-05,2.07E-05
yjbB,2.49E-03,2.34E-03,1.88E-03,2.06E-03,2.65E-03,2.42E-03,2.23E-03,1.76E-03
yhiL,6.07E-06,5.33E-05,7.36E-05,6.85E-05,3.36E-06,6.88E-05,7.33E-05,2.79E-05
yihE,3.64E-04,4.76E-04,5.63E-04,4.63E-04,4.67E-04,4.62E-04,4.58E-04,4.28E-04
gltK,3.27E-04,3.02E-04,1.58E-04,1.94E-04,2.92E-04,2.65E-04,2.68E-04,2.10E-04
pta,4.79E-04,4.30E-04,4.67E-04,4.91E-04,4.54E-04,3.44E-04,4.17E-04,5.88E-04
yacA,3.70E-04,4.26E-04,5.31E-04,5.19E-04,3.80E-04,4.60E-04,4.96E-04,4.55E-04
yjjG,2.74E-05,3.23E-05,6.09E-05,5.24E-05,4.56E-05,3.03E-05,2.93E-05,5.55E-05
cysP,3.41E-04,3.49E-04,1.63E-04,2.49E-04,3.04E-04,2.51E-04,2.27E-04,3.88E-04
sdhB,6.64E-04,4.48E-04,1.66E-04,3.24E-04,3.57E-04,3.45E-04,3.16E-04,7.63E-04
serC,6.64E-04,4.50E-04,2.14E-04,2.66E-04,5.07E-04,2.96E-04,2.84E-04,3.71E-04
hisS,3.02E-04,2.50E-04,3.11E-04,3.28E-04,2.67E-04,2.29E-04,2.88E-04,3.67E-04
rpoA,3.22E-03,2.43E-03,1.06E-03,1.46E-03,2.42E-03,2.20E-03,2.07E-03,2.06E-03
pdxB,6.70E-05,7.95E-05,1.16E-04,9.75E-05,9.09E-05,8.37E-05,9.95E-05,9.92E-05
fhuE,1.85E-04,2.17E-04,2.07E-04,1.67E-04,1.96E-04,2.13E-04,1.78E-04,1.72E-04
yejA,1.28E-03,1.15E-03,7.37E-04,8.12E-04,1.04E-03,1.03E-03,9.83E-04,1.08E-03
rbsD,1.95E-03,1.51E-03,8.48E-04,1.04E-03,1.90E-03,1.48E-03,1.07E-03,1.25E-03
tufB,1.03E-02,7.96E-03,4.43E-03,6.26E-03,8.78E-03,7.83E-03,6.52E-03,7.35E-03
tktA,1.46E-03,1.15E-03,8.25E-04,9.44E-04,1.29E-03,1.20E-03,1.02E-03,1.04E-03
fabF,5.79E-04,3.94E-04,2.91E-04,3.43E-04,4.77E-04,3.42E-04,3.16E-04,5.68E-04
malY,9.86E-04,1.03E-03,8.50E-04,7.93E-04,1.04E-03,9.11E-04,8.97E-04,7.14E-04
ycaJ,3.61E-04,3.16E-04,2.00E-04,2.19E-04,3.09E-04,2.25E-04,2.56E-04,2.59E-04
yijI,3.85E-04,3.37E-04,2.66E-04,2.88E-04,3.79E-04,3.14E-04,2.80E-04,2.62E-04
uidC,7.81E-04,7.55E-04,6.69E-04,6.79E-04,7.21E-04,8.24E-04,7.33E-04,5.32E-04
murG,1.82E-04,1.82E-04,1.77E-04,1.62E-04,2.07E-04,1.70E-04,1.76E-04,1.62E-04
rpiA,1.50E-04,1.52E-04,1.01E-04,1.17E-04,1.32E-04,1.11E-04,1.45E-04,1.16E-04
aspC,5.87E-04,5.96E-04,2.81E-04,3.80E-04,5.07E-04,3.16E-04,3.32E-04,5.79E-04
gmk,5.43E-05,3.83E-05,9.26E-05,8.80E-05,1.97E-05,6.37E-05,5.91E-05,1.67E-04
xapR,1.65E-04,1.73E-04,8.76E-05,1.02E-04,1.52E-04,1.35E-04,1.24E-04,8.97E-05
yhaC,2.19E-04,2.67E-04,2.04E-04,2.05E-04,2.33E-04,2.25E-04,2.04E-04,2.16E-04
nfi,2.17E-04,2.29E-04,3.34E-04,2.88E-04,2.71E-04,2.60E-04,2.78E-04,2.88E-04
atpC,2.84E-04,2.37E-04,3.62E-05,9.95E-05,2.16E-04,9.07E-05,7.99E-05,2.00E-04
rpe,4.45E-06,3.70E-06,4.61E-05,6.46E-05,1.27E-05,1.01E-05,1.62E-05,6.00E-05
sucB,7.39E-04,6.04E-04,3.27E-04,4.74E-04,5.13E-04,4.96E-04,4.97E-04,7.48E-04
purE,5.03E-04,4.43E-04,2.64E-04,3.12E-04,5.04E-04,3.64E-04,3.63E-04,3.58E-04
rplI,3.87E-04,2.62E-04,7.83E-05,1.72E-04,2.57E-04,1.80E-04,1.60E-04,2.32E-04
cysJ,1.60E-03,1.37E-03,1.02E-03,1.04E-03,1.30E-03,1.28E-03,1.29E-03,1.30E-03
cysI,7.68E-04,5.55E-04,3.38E-04,3.77E-04,5.56E-04,4.40E-04,4.53E-04,4.88E-04
ybfH,3.29E-04,2.18E-04,8.93E-05,1.13E-04,3.04E-04,1.68E-04,1.30E-04,2.12E-04
sseB,6.55E-05,2.36E-05,2.17E-05,3.01E-05,1.31E-05,1.42E-05,2.71E-05,7.04E-05
yijP,1.86E-03,1.93E-03,1.67E-03,1.72E-03,2.18E-03,1.80E-03,1.63E-03,1.70E-03
gltJ,2.44E-04,1.86E-04,8.63E-05,1.18E-04,1.84E-04,1.97E-04,1.65E-04,1.25E-04
